2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
12.4;49.8;24.9;4.3;6;15.5;4.6;1.9;3.4;7.4;8.2
13.1;52.7;26.3;4.6;6.4;16.5;4.9;2;3.6;7.8;8.6
13.1;52.4;26.2;4.6;6.3;16.4;4.9;2;3.6;7.7;8.6
13;52;26;4.5;6.3;16.2;4.8;2;3.6;7.7;8.5
12.3;49.5;24.7;4.3;6;15.5;4.6;1.9;3.4;7.3;8.1
11.8;47.4;23.7;4.1;5.8;14.8;4.4;1.8;3.3;7;7.8
11.7;46.9;23.4;4.1;5.7;14.7;4.4;1.8;3.2;6.9;7.7
11.6;46.4;23.2;4.1;5.6;14.5;4.3;1.8;3.2;6.9;7.6
11.1;44.6;22.3;3.9;5.4;13.9;4.2;1.7;3.1;6.6;7.3
10.9;43.6;21.8;3.8;5.3;13.6;4.1;1.7;3;6.5;7.2
10.7;43;21.5;3.8;5.2;13.4;4;1.6;2.9;6.4;7.1
10.8;43.2;21.6;3.8;5.2;13.5;4;1.6;3;6.4;7.1
11.2;44.8;22.4;3.9;5.4;14;4.2;1.7;3.1;6.6;7.4
11.6;46.6;23.3;4.1;5.7;14.6;4.3;1.8;3.2;6.9;7.7
12.5;50;25;4.4;6.1;15.6;4.6;1.9;3.4;7.4;8.2
13.2;53;26.5;4.6;6.4;16.6;4.9;2;3.6;7.9;8.7
13.9;55.6;27.8;4.9;6.8;17.4;5.2;2.1;3.8;8.2;9.2
14.2;57;28.5;5;6.9;17.8;5.3;2.2;3.9;8.5;9.4
14.5;58;29;5.1;7.1;18.1;5.4;2.2;4;8.6;9.6
14.7;58.9;29.4;5.2;7.2;18.4;5.5;2.3;4;8.7;9.7
14.8;59.3;29.6;5.2;7.2;18.5;5.5;2.3;4.1;8.8;9.8
14.8;59.5;29.7;5.2;7.2;18.6;5.5;2.3;4.1;8.8;9.8
14.9;59.7;29.8;5.2;7.3;18.7;5.5;2.3;4.1;8.9;9.8
15;60.2;30;5.3;7.3;18.8;5.6;2.3;4.1;8.9;9.9
15;60.1;30;5.3;7.3;18.8;5.6;2.3;4.1;8.9;9.9
15.1;60.3;30.1;5.3;7.3;18.8;5.6;2.3;4.1;9;9.9
14.8;59.3;29.6;5.2;7.2;18.5;5.5;2.3;4.1;8.8;9.8
14.7;58.8;29.4;5.1;7.2;18.4;5.5;2.2;4;8.7;9.7
14.5;58.1;29;5.1;7.1;18.2;5.4;2.2;4;8.6;9.6
14.2;56.9;28.4;5;6.9;17.8;5.3;2.2;3.9;8.5;9.4
14;56.2;28.1;4.9;6.8;17.6;5.2;2.2;3.9;8.4;9.3
13.9;55.6;27.8;4.9;6.8;17.4;5.2;2.1;3.8;8.3;9.2
13.8;55.3;27.6;4.8;6.7;17.3;5.1;2.1;3.8;8.2;9.1
13.9;55.8;27.8;4.9;6.8;17.4;5.2;2.1;3.8;8.3;9.2
14.2;57;28.5;5;6.9;17.8;5.3;2.2;3.9;8.5;9.4
14.7;58.8;29.3;5.1;7.2;18.4;5.5;2.2;4;8.7;9.7
14.9;59.7;29.8;5.2;7.3;18.7;5.6;2.3;4.1;8.9;9.9
14.7;58.9;29.4;5.2;7.2;18.4;5.5;2.3;4;8.8;9.7
14.3;57.1;28.5;5;7;17.8;5.3;2.2;3.9;8.5;9.4
13.8;55.4;27.7;4.9;6.8;17.3;5.2;2.1;3.8;8.3;9.2
13.5;54.2;27;4.7;6.6;16.9;5;2.1;3.7;8.1;8.9
13.4;53.4;26.7;4.7;6.5;16.7;5;2;3.7;8;8.8
14;55.9;27.9;4.9;6.8;17.5;5.2;2.1;3.8;8.3;9.2
14;55.9;27.9;4.9;6.8;17.5;5.2;2.1;3.8;8.3;9.2
13.8;55.3;27.6;4.8;6.7;17.3;5.1;2.1;3.8;8.2;9.1
13.2;52.7;26.3;4.6;6.4;16.5;4.9;2;3.6;7.9;8.7
12.5;50.1;25;4.4;6.1;15.7;4.7;1.9;3.4;7.5;8.3
12.4;49.6;24.8;4.3;6.1;15.5;4.6;1.9;3.4;7.4;8.2
12.3;49.1;24.5;4.3;6;15.4;4.6;1.9;3.4;7.3;8.1
11.9;47.5;23.7;4.2;5.8;14.9;4.4;1.8;3.3;7.1;7.9
11.6;46.4;23.2;4.1;5.7;14.5;4.3;1.8;3.2;6.9;7.7
11.4;45.6;22.7;4;5.6;14.2;4.2;1.7;3.1;6.8;7.5
11.4;45.6;22.8;4;5.6;14.3;4.2;1.8;3.1;6.8;7.5
11.7;46.7;23.3;4.1;5.7;14.6;4.3;1.8;3.2;7;7.7
12.1;48.4;24.2;4.2;5.9;15.1;4.5;1.9;3.3;7.2;8
12.9;51.5;25.7;4.5;6.3;16.1;4.8;2;3.5;7.7;8.5
13.7;54.6;27.3;4.8;6.7;17.1;5.1;2.1;3.8;8.2;9
14.4;57.5;28.7;5;7;18;5.3;2.2;4;8.6;9.5
14.7;58.9;29.4;5.2;7.2;18.4;5.5;2.3;4.1;8.8;9.7
14.9;59.8;29.8;5.2;7.3;18.7;5.5;2.3;4.1;8.9;9.9
15.1;60.5;30.2;5.3;7.4;18.9;5.6;2.3;4.2;9;10
15.2;60.8;30.3;5.3;7.4;19;5.6;2.3;4.2;9.1;10.1
15.2;60.8;30.3;5.3;7.4;19;5.6;2.3;4.2;9.1;10.1
15.2;60.8;30.4;5.3;7.4;19;5.6;2.3;4.2;9.1;10.1
15.3;61.2;30.5;5.4;7.5;19.1;5.7;2.4;4.2;9.1;10.1
15.3;61;30.5;5.3;7.5;19.1;5.7;2.3;4.2;9.1;10.1
15.2;61;30.4;5.3;7.5;19.1;5.7;2.3;4.2;9.1;10.1
15;60.1;30;5.3;7.4;18.8;5.6;2.3;4.1;9;10
14.9;59.4;29.7;5.2;7.3;18.6;5.5;2.3;4.1;8.9;9.8
14.8;59;29.5;5.2;7.2;18.5;5.5;2.3;4.1;8.8;9.8
14.4;57.7;28.8;5.1;7.1;18;5.4;2.2;4;8.6;9.6
14.3;57;28.4;5;7;17.8;5.3;2.2;3.9;8.5;9.4
14.1;56.3;28.1;4.9;6.9;17.6;5.2;2.2;3.9;8.4;9.3
14;56;27.9;4.9;6.9;17.5;5.2;2.2;3.9;8.4;9.3
14.1;56.3;28.1;4.9;6.9;17.6;5.2;2.2;3.9;8.4;9.3
14.4;57.5;28.7;5;7;18;5.3;2.2;4;8.6;9.5
14.8;59;29.5;5.2;7.2;18.5;5.5;2.3;4.1;8.8;9.8
15.1;60.3;30.1;5.3;7.4;18.9;5.6;2.3;4.2;9;10
14.9;59.5;29.7;5.2;7.3;18.6;5.5;2.3;4.1;8.9;9.9
14.4;57.7;28.8;5.1;7.1;18.1;5.4;2.2;4;8.7;9.6
14;56;28;4.9;6.9;17.5;5.2;2.2;3.9;8.4;9.3
13.7;54.8;27.4;4.8;6.7;17.1;5.1;2.1;3.8;8.2;9.1
13.5;53.9;26.9;4.7;6.6;16.9;5;2.1;3.7;8.1;8.9
13.9;55.7;27.8;4.9;6.8;17.4;5.2;2.1;3.8;8.4;9.2
14.1;56.4;28.2;4.9;6.9;17.6;5.2;2.2;3.9;8.5;9.4
14;55.8;27.8;4.9;6.8;17.4;5.2;2.2;3.8;8.4;9.3
13.4;53.5;26.7;4.7;6.6;16.7;5;2.1;3.7;8;8.9
12.6;50.5;25.2;4.4;6.2;15.8;4.7;1.9;3.5;7.6;8.4
12.5;50.1;25;4.4;6.1;15.7;4.6;1.9;3.5;7.5;8.3
12.4;49.5;24.7;4.3;6.1;15.5;4.6;1.9;3.4;7.4;8.2
12;48;24;4.2;5.9;15;4.5;1.9;3.3;7.2;8
11.7;46.7;23.3;4.1;5.7;14.6;4.3;1.8;3.2;7;7.8
11.5;45.9;22.9;4;5.6;14.3;4.3;1.8;3.2;6.9;7.6
11.5;45.8;22.9;4;5.6;14.3;4.3;1.8;3.2;6.9;7.6
11.7;46.6;23.3;4.1;5.7;14.6;4.3;1.8;3.2;7;7.7
12.1;48.4;24.2;4.2;5.9;15.1;4.5;1.9;3.3;7.3;8
12.8;51.1;25.5;4.5;6.3;16;4.7;2;3.5;7.7;8.5
13.6;54.2;27.1;4.8;6.7;17;5;2.1;3.7;8.2;9
14.3;57.2;28.6;5;7;17.9;5.3;2.2;4;8.6;9.5
14.8;58.9;29.4;5.2;7.2;18.4;5.5;2.3;4.1;8.9;9.8
15;60;29.9;5.3;7.4;18.8;5.6;2.3;4.1;9;10
15.2;60.7;30.3;5.3;7.5;19;5.6;2.3;4.2;9.1;10.1
15.3;61.1;30.5;5.4;7.5;19.1;5.7;2.4;4.2;9.2;10.2
15.3;61.2;30.6;5.4;7.5;19.2;5.7;2.4;4.2;9.2;10.2
15.3;61.3;30.6;5.4;7.5;19.2;5.7;2.4;4.2;9.2;10.2
15.4;61.5;30.7;5.4;7.6;19.3;5.7;2.4;4.2;9.3;10.2
15.5;61.7;30.8;5.4;7.6;19.3;5.7;2.4;4.3;9.3;10.3
15.4;61.4;30.7;5.4;7.6;19.2;5.7;2.4;4.2;9.2;10.2
15.2;60.7;30.3;5.3;7.5;19;5.6;2.3;4.2;9.1;10.1
15;60;29.9;5.3;7.4;18.8;5.6;2.3;4.1;9;10
14.9;59.7;29.8;5.2;7.3;18.7;5.5;2.3;4.1;9;9.9
14.6;58.3;29.1;5.1;7.2;18.2;5.4;2.3;4;8.8;9.7
14.4;57.6;28.7;5.1;7.1;18;5.3;2.2;4;8.7;9.6
14.3;56.9;28.4;5;7;17.8;5.3;2.2;3.9;8.6;9.5
14.2;56.5;28.2;5;7;17.7;5.2;2.2;3.9;8.5;9.4
14.2;56.7;28.3;5;7;17.7;5.3;2.2;3.9;8.5;9.4
14.5;57.8;28.8;5.1;7.1;18.1;5.4;2.2;4;8.7;9.6
14.8;59.2;29.5;5.2;7.3;18.5;5.5;2.3;4.1;8.9;9.9
15.2;60.8;30.3;5.3;7.5;19;5.6;2.4;4.2;9.2;10.1
15.1;60.1;30;5.3;7.4;18.8;5.6;2.3;4.2;9.1;10
14.6;58.4;29.2;5.1;7.2;18.3;5.4;2.3;4;8.8;9.7
14.2;56.6;28.3;5;7;17.7;5.3;2.2;3.9;8.5;9.4
13.9;55.3;27.6;4.9;6.8;17.3;5.1;2.1;3.8;8.4;9.2
13.6;54.3;27.1;4.8;6.7;17;5;2.1;3.8;8.2;9
13.9;55.5;27.7;4.9;6.8;17.4;5.1;2.2;3.8;8.4;9.2
14.3;57;28.5;5;7;17.9;5.3;2.2;3.9;8.6;9.5
14.1;56.3;28.1;4.9;6.9;17.6;5.2;2.2;3.9;8.5;9.4
13.7;54.5;27.2;4.8;6.7;17;5.1;2.1;3.8;8.2;9.1
12.8;51.2;25.6;4.5;6.3;16;4.8;2;3.5;7.7;8.5
12.7;50.7;25.3;4.4;6.3;15.9;4.7;2;3.5;7.7;8.4
12.5;50;24.9;4.4;6.2;15.6;4.6;1.9;3.5;7.6;8.3
12.2;48.8;24.4;4.3;6;15.3;4.5;1.9;3.4;7.4;8.1
11.9;47.3;23.6;4.2;5.8;14.8;4.4;1.8;3.3;7.2;7.9
11.6;46.3;23.1;4.1;5.7;14.5;4.3;1.8;3.2;7;7.7
11.6;46.1;23;4;5.7;14.4;4.3;1.8;3.2;7;7.7
11.7;46.6;23.3;4.1;5.8;14.6;4.3;1.8;3.2;7;7.8
12.1;48.4;24.1;4.2;6;15.1;4.5;1.9;3.3;7.3;8.1
12.7;50.8;25.3;4.5;6.3;15.9;4.7;2;3.5;7.7;8.5
13.5;54;27;4.7;6.7;16.9;5;2.1;3.7;8.2;9
14.3;57;28.5;5;7;17.9;5.3;2.2;3.9;8.6;9.5
14.7;58.7;29.3;5.1;7.2;18.4;5.4;2.3;4.1;8.9;9.8
14.9;59.6;29.7;5.2;7.4;18.7;5.5;2.3;4.1;9;9.9
15.1;60.3;30.1;5.3;7.4;18.9;5.6;2.3;4.2;9.1;10
15.3;60.8;30.3;5.3;7.5;19;5.6;2.4;4.2;9.2;10.1
15.3;60.9;30.4;5.3;7.5;19.1;5.6;2.4;4.2;9.2;10.1
15.3;60.9;30.4;5.3;7.5;19.1;5.6;2.4;4.2;9.2;10.2
15.3;61.1;30.5;5.4;7.5;19.1;5.7;2.4;4.2;9.2;10.2
15.4;61.3;30.6;5.4;7.6;19.2;5.7;2.4;4.2;9.3;10.2
15.3;60.9;30.4;5.3;7.5;19.1;5.6;2.4;4.2;9.2;10.1
15.2;60.5;30.2;5.3;7.5;19;5.6;2.4;4.2;9.2;10.1
14.9;59.5;29.7;5.2;7.4;18.6;5.5;2.3;4.1;9;9.9
14.9;59.3;29.6;5.2;7.3;18.6;5.5;2.3;4.1;9;9.9
14.5;57.9;28.9;5.1;7.2;18.1;5.4;2.3;4;8.8;9.7
14.3;57.2;28.5;5;7.1;17.9;5.3;2.2;4;8.7;9.5
14.2;56.4;28.2;4.9;7;17.7;5.2;2.2;3.9;8.5;9.4
14.1;56;28;4.9;6.9;17.5;5.2;2.2;3.9;8.5;9.3
14.1;56.1;28;4.9;6.9;17.6;5.2;2.2;3.9;8.5;9.4
14.3;57.1;28.5;5;7.1;17.9;5.3;2.2;4;8.7;9.5
14.7;58.4;29.2;5.1;7.2;18.3;5.4;2.3;4;8.9;9.7
15.1;60.2;30;5.3;7.4;18.8;5.6;2.3;4.2;9.1;10
15;59.8;29.8;5.2;7.4;18.7;5.5;2.3;4.1;9.1;10
14.6;58.3;29.1;5.1;7.2;18.3;5.4;2.3;4;8.8;9.7
14.2;56.5;28.2;5;7;17.7;5.2;2.2;3.9;8.6;9.4
13.9;55.2;27.6;4.8;6.8;17.3;5.1;2.1;3.8;8.4;9.2
13.6;54.1;27;4.7;6.7;16.9;5;2.1;3.7;8.2;9
13.7;54.8;27.3;4.8;6.8;17.2;5.1;2.1;3.8;8.3;9.1
14.3;57;28.5;5;7.1;17.9;5.3;2.2;3.9;8.7;9.5
14.1;56.1;28;4.9;6.9;17.6;5.2;2.2;3.9;8.5;9.4
13.7;54.7;27.3;4.8;6.8;17.1;5.1;2.1;3.8;8.3;9.1
12.9;51.4;25.6;4.5;6.4;16.1;4.8;2;3.6;7.8;8.6
12.7;50.6;25.2;4.4;6.3;15.8;4.7;2;3.5;7.7;8.4
12.5;49.8;24.9;4.4;6.2;15.6;4.6;1.9;3.4;7.6;8.3
12.3;49;24.4;4.3;6.1;15.3;4.5;1.9;3.4;7.4;8.2
11.9;47.3;23.6;4.1;5.9;14.8;4.4;1.8;3.3;7.2;7.9
11.6;46.3;23.1;4.1;5.7;14.5;4.3;1.8;3.2;7;7.7
11.5;46;23;4;5.7;14.4;4.3;1.8;3.2;7;7.7
11.6;46.3;23.1;4.1;5.7;14.5;4.3;1.8;3.2;7;7.7
12;48;23.9;4.2;5.9;15;4.4;1.9;3.3;7.3;8
12.5;50;24.9;4.4;6.2;15.7;4.6;1.9;3.5;7.6;8.3
13.3;53.2;26.5;4.7;6.6;16.7;4.9;2.1;3.7;8.1;8.9
14.1;56.1;28;4.9;7;17.6;5.2;2.2;3.9;8.5;9.4
14.6;58;28.9;5.1;7.2;18.2;5.4;2.3;4;8.8;9.7
14.8;59;29.4;5.2;7.3;18.5;5.5;2.3;4.1;9;9.8
15;59.7;29.8;5.2;7.4;18.7;5.5;2.3;4.1;9.1;10
15.2;60.4;30.2;5.3;7.5;18.9;5.6;2.4;4.2;9.2;10.1
15.2;60.5;30.2;5.3;7.5;19;5.6;2.4;4.2;9.2;10.1
15.2;60.5;30.2;5.3;7.5;19;5.6;2.4;4.2;9.2;10.1
15.2;60.6;30.3;5.3;7.5;19;5.6;2.4;4.2;9.2;10.1
15.3;60.9;30.4;5.3;7.5;19.1;5.6;2.4;4.2;9.3;10.2
15.2;60.4;30.2;5.3;7.5;18.9;5.6;2.4;4.2;9.2;10.1
15.2;60.3;30.1;5.3;7.5;18.9;5.6;2.4;4.2;9.2;10.1
14.8;58.9;29.4;5.2;7.3;18.4;5.5;2.3;4.1;9;9.8
14.7;58.5;29.2;5.1;7.3;18.3;5.4;2.3;4;8.9;9.8
14.4;57.1;28.5;5;7.1;17.9;5.3;2.2;4;8.7;9.5
14.1;56.3;28.1;4.9;7;17.6;5.2;2.2;3.9;8.6;9.4
13.9;55.4;27.6;4.9;6.9;17.3;5.1;2.2;3.8;8.4;9.2
13.8;54.8;27.3;4.8;6.8;17.2;5.1;2.1;3.8;8.3;9.1
13.8;54.8;27.4;4.8;6.8;17.2;5.1;2.1;3.8;8.3;9.1
14;55.8;27.9;4.9;6.9;17.5;5.2;2.2;3.9;8.5;9.3
14.3;56.9;28.4;5;7.1;17.8;5.3;2.2;3.9;8.7;9.5
14.6;58.3;29.1;5.1;7.2;18.3;5.4;2.3;4;8.9;9.7
14.6;58.1;29;5.1;7.2;18.2;5.4;2.3;4;8.8;9.7
14.3;57;28.5;5;7.1;17.9;5.3;2.2;3.9;8.7;9.5
13.9;55.4;27.6;4.9;6.9;17.4;5.1;2.2;3.8;8.4;9.2
13.6;54.2;27.1;4.8;6.7;17;5;2.1;3.8;8.3;9
13.4;53.3;26.6;4.7;6.6;16.7;4.9;2.1;3.7;8.1;8.9
13.5;53.7;26.8;4.7;6.7;16.8;5;2.1;3.7;8.2;9
14.2;56.5;28.2;4.9;7;17.7;5.2;2.2;3.9;8.6;9.4
13.9;55.5;27.7;4.9;6.9;17.4;5.1;2.2;3.8;8.4;9.3
13.6;54.3;27.1;4.8;6.7;17;5;2.1;3.8;8.3;9.1
12.8;50.9;25.4;4.5;6.3;15.9;4.7;2;3.5;7.7;8.5
12.4;49.5;24.7;4.3;6.2;15.5;4.6;1.9;3.4;7.5;8.3
12.2;48.6;24.3;4.3;6;15.2;4.5;1.9;3.4;7.4;8.1
12;47.7;23.8;4.2;5.9;14.9;4.4;1.9;3.3;7.3;8
11.5;45.7;22.8;4;5.7;14.3;4.2;1.8;3.2;7;7.6
11.2;44.5;22.2;3.9;5.5;14;4.1;1.7;3.1;6.8;7.4
11;43.8;21.9;3.8;5.4;13.7;4.1;1.7;3;6.7;7.3
10.9;43.5;21.7;3.8;5.4;13.6;4;1.7;3;6.6;7.3
11.1;44.1;22;3.9;5.5;13.8;4.1;1.7;3.1;6.7;7.4
11.2;44.6;22.3;3.9;5.5;14;4.1;1.7;3.1;6.8;7.4
11.5;45.7;22.8;4;5.7;14.3;4.2;1.8;3.2;7;7.6
11.7;46.6;23.3;4.1;5.8;14.6;4.3;1.8;3.2;7.1;7.8
12;47.8;23.8;4.2;5.9;15;4.4;1.9;3.3;7.3;8
12.4;49.2;24.6;4.3;6.1;15.4;4.6;1.9;3.4;7.5;8.2
12.8;50.8;25.4;4.4;6.3;15.9;4.7;2;3.5;7.7;8.5
13.1;52.3;26.1;4.6;6.5;16.4;4.9;2;3.6;8;8.7
13.3;53;26.5;4.6;6.6;16.6;4.9;2.1;3.7;8.1;8.8
13.4;53.3;26.6;4.7;6.6;16.7;4.9;2.1;3.7;8.1;8.9
13.4;53.5;26.7;4.7;6.6;16.8;5;2.1;3.7;8.1;8.9
13.6;54;27;4.7;6.7;16.9;5;2.1;3.7;8.2;9
13.7;54.7;27.3;4.8;6.8;17.1;5.1;2.1;3.8;8.3;9.1
13.9;55.1;27.5;4.8;6.9;17.3;5.1;2.2;3.8;8.4;9.2
13.3;53.1;26.5;4.6;6.6;16.6;4.9;2.1;3.7;8.1;8.8
13.1;52.1;26;4.6;6.5;16.3;4.8;2;3.6;8;8.7
12.8;50.9;25.4;4.5;6.3;16;4.7;2;3.5;7.8;8.5
12.6;50;25;4.4;6.2;15.7;4.6;2;3.5;7.6;8.3
12.3;49.1;24.5;4.3;6.1;15.4;4.6;1.9;3.4;7.5;8.2
12.2;48.6;24.3;4.3;6;15.2;4.5;1.9;3.4;7.4;8.1
12.2;48.7;24.3;4.3;6.1;15.3;4.5;1.9;3.4;7.4;8.1
12.5;49.8;24.8;4.4;6.2;15.6;4.6;1.9;3.4;7.6;8.3
12.8;51.1;25.5;4.5;6.4;16;4.7;2;3.5;7.8;8.5
13.2;52.6;26.3;4.6;6.6;16.5;4.9;2.1;3.6;8;8.8
13.4;53.1;26.5;4.6;6.6;16.7;4.9;2.1;3.7;8.1;8.9
13.2;52.5;26.2;4.6;6.5;16.5;4.9;2.1;3.6;8;8.7
12.9;51.3;25.6;4.5;6.4;16.1;4.8;2;3.5;7.8;8.5
12.7;50.5;25.2;4.4;6.3;15.8;4.7;2;3.5;7.7;8.4
12.5;49.8;24.9;4.4;6.2;15.6;4.6;1.9;3.4;7.6;8.3
12.6;50.2;25.1;4.4;6.3;15.7;4.7;2;3.5;7.7;8.4
13.5;53.6;26.7;4.7;6.7;16.8;5;2.1;3.7;8.2;8.9
13.4;53.1;26.5;4.6;6.6;16.7;4.9;2.1;3.7;8.1;8.9
13.1;52.3;26.1;4.6;6.5;16.4;4.9;2;3.6;8;8.7
12.4;49.4;24.7;4.3;6.2;15.5;4.6;1.9;3.4;7.5;8.2
12;47.8;23.9;4.2;5.9;15;4.4;1.9;3.3;7.3;8
11.8;47;23.4;4.1;5.8;14.7;4.4;1.8;3.2;7.2;7.8
11.6;46;23;4;5.7;14.4;4.3;1.8;3.2;7;7.7
11.1;44;22;3.8;5.5;13.8;4.1;1.7;3;6.7;7.3
10.7;42.7;21.3;3.7;5.3;13.4;4;1.7;3;6.5;7.1
10.5;41.7;20.8;3.6;5.2;13.1;3.9;1.6;2.9;6.4;6.9
10.4;41.2;20.6;3.6;5.1;12.9;3.8;1.6;2.8;6.3;6.9
10.4;41.4;20.7;3.6;5.2;13;3.8;1.6;2.9;6.3;6.9
10.4;41.5;20.7;3.6;5.2;13;3.8;1.6;2.9;6.3;6.9
10.5;41.9;20.9;3.7;5.2;13.1;3.9;1.6;2.9;6.4;7
10.6;42.2;21.1;3.7;5.3;13.2;3.9;1.7;2.9;6.4;7
10.8;42.8;21.4;3.7;5.3;13.4;4;1.7;3;6.5;7.1
11;43.8;21.9;3.8;5.5;13.7;4.1;1.7;3;6.7;7.3
11.4;45.2;22.6;4;5.6;14.2;4.2;1.8;3.1;6.9;7.5
11.8;46.9;23.4;4.1;5.8;14.7;4.3;1.8;3.2;7.2;7.8
12.1;48.1;24;4.2;6;15.1;4.5;1.9;3.3;7.3;8
12.3;49;24.5;4.3;6.1;15.4;4.5;1.9;3.4;7.5;8.2
12.5;49.6;24.8;4.3;6.2;15.6;4.6;1.9;3.4;7.6;8.3
12.7;50.4;25.1;4.4;6.3;15.8;4.7;2;3.5;7.7;8.4
12.9;51.2;25.6;4.5;6.4;16;4.7;2;3.5;7.8;8.5
13;51.9;25.9;4.5;6.5;16.3;4.8;2;3.6;7.9;8.6
12.5;49.7;24.8;4.3;6.2;15.6;4.6;1.9;3.4;7.6;8.3
12.1;48.2;24.1;4.2;6;15.1;4.5;1.9;3.3;7.4;8
11.8;47.1;23.5;4.1;5.9;14.8;4.4;1.8;3.2;7.2;7.8
11.6;46;23;4;5.7;14.4;4.3;1.8;3.2;7;7.6
11.4;45.2;22.6;3.9;5.6;14.2;4.2;1.8;3.1;6.9;7.5
11.3;44.8;22.4;3.9;5.6;14;4.2;1.8;3.1;6.8;7.4
11.3;44.8;22.4;3.9;5.6;14.1;4.2;1.8;3.1;6.8;7.5
11.6;46;23;4;5.7;14.4;4.3;1.8;3.2;7;7.6
12;47.7;23.8;4.2;5.9;14.9;4.4;1.9;3.3;7.3;7.9
12.5;49.8;24.9;4.3;6.2;15.6;4.6;2;3.4;7.6;8.3
12.9;51.2;25.6;4.5;6.4;16;4.7;2;3.5;7.8;8.5
12.9;51.4;25.7;4.5;6.4;16.1;4.8;2;3.5;7.9;8.5
12.8;50.7;25.3;4.4;6.3;15.9;4.7;2;3.5;7.8;8.4
12.6;50.3;25.1;4.4;6.3;15.8;4.7;2;3.5;7.7;8.3
12.5;49.5;24.8;4.3;6.2;15.5;4.6;1.9;3.4;7.6;8.2
